names,Pitch,SpectralCentroid,SpectralSpread,SpectralSkewness,SpectralKurtosis,SpectralFlatness,SpectralCrest,SpectralSlope,SpectralDecrease,SpectralRollOff,SpectralVariation,SpectralFlux,HarmonicSpectralDeviation,Tristimulus_1,Tristimulus_2,Tristimulus_3,HarmonicOddToEvenRatio,Inharmonicity,HarmonicEnergy,NoiseEnergy,Noisiness,HarmonicToNoiseEnergy,PartialsToNoiseEnergy,F1_Hz,F2_Hz,F3_HZ,F4_Hz,Rate,Depth,Regularity,x,y,z
bellou_u_1,350.77219816729,781.113288250356,455.853111450695,1.91556343776082,10.4256439635629,1.19685746178912e-05,0.360984780160272,-9.6762392556345e-06,0.202742928840506,2110.23178128159,0.0002521972976644,0.0004554913529954,0.0106445502584587,0.336574558209327,0.633689158040007,0.0292452863239929,2.02376815620258,0.0755375166281627,0.042766403386946,0.0325586769955758,0.42957906988666,1.3245219437059,1.32786015450855,615.069294,1071.632979,2373.008428,3790.413492,1.23635616,0.027322451,0.531064273,8.454846,1.5796183,-3.585643
bellou_u_2,331.754905763589,679.1609530335,329.612892364416,0.315636123457475,2.05347504141712,4.17617376932909e-07,0.350841312028583,1.0878752026098e-05,0.050799027304205,1702.95117415248,0.50901188025417,0.0056486403411396,0.0276752686227428,0.432275284211071,0.55854382528968,0.0098422679999604,14.4846304777339,0.0582293394674298,0.0326712612105234,0.0360439144316904,0.446694775519354,1.16081027771034,1.2386703982107,467.769058,993.619286,3241.590116,3284.457903,3.744904891,0.01501684,0.131157736,9.250775,1.7963165,-2.099639
bellou_u_3,285.409707600653,993.570363969992,852.047833219893,2.02790275753469,7.49087780162959,1.09452646411268e-05,0.207506560298375,-4.60760982104801e-07,0.0217329484440233,3047.88488863354,0.718180587944101,0.0023227671835816,0.0061874768857252,0.267320631092415,0.653093020908548,0.077490766185221,0.834948734418938,0.140371938602369,0.0260635817176562,0.028707760453398,0.46998893363897,0.90452568613324,1.12771958355231,787.20128,1411.733291,3085.831487,3270.556948,14.1201332,0.500745251,0.022730041,12.030713,-0.54545414,0.10389908
bellou_u_4,252.952717657926,889.367000607313,655.137442640201,2.05389144175555,8.09023192738498,3.24889319726896e-06,0.238745813758918,-4.46509334305617e-07,0.0296352014035819,1320.00452904312,0.746359850813152,0.0032675872093181,0.0066050549895052,0.359649023460943,0.541079737300871,0.109183709789332,4.59976408469027,0.126860559429209,0.0258269147840263,0.0262974922756702,0.466083418468826,0.979608549766643,1.14553867478314,849.358783,1743.801801,3630.91725,3765.184177,6.740828804,0.035244951,0.256085165,8.57836,0.4610765,-2.820804
bellou_u_5,307.844346182221,547.269464480741,339.184661972226,1.82963893587444,6.83463514243075,9.09235784998028e-10,0.509165326203915,6.19207680659085e-06,0.0304053130353835,3750.63705410754,0.817399603620351,0.005011492632411,0.0092337217695011,0.586884584720423,0.396349474704198,0.018170049429009,3.73087005005691,0.069736310644347,0.0395734825400203,0.0345839799227224,0.430797908087482,1.31933520009707,1.32127403877024,485.108223,1159.461561,2392.613036,3673.686784,3.039981618,0.097011238,0.49185022,10.237298,1.7418232,-2.5676775
bellou_w_1,320.824532807575,1142.62969929064,841.17190651068,1.94444211678869,6.67451120978224,3.89258209234158e-08,0.255793754491674,8.49496275045804e-07,0.0196706784945478,2270.63918434484,0.689471906276044,0.0027993364641909,0.0081943981430219,0.165095772182469,0.74052266100709,0.0892253139178667,0.742267965745387,0.105490649226824,0.0351963685579068,0.0334271715277891,0.453659696306374,1.15227663301262,1.20431860573715,801.663865,1287.437581,3144.176731,3933.834396,4.379634534,0.07574703,0.016682769,9.474113,1.5000265,-2.9081993
bellou_w_2,329.558459969974,926.184211101195,649.391925948872,2.79947616839504,12.5919637961174,7.39710492468787e-07,0.393124778664065,-2.05091697718438e-06,0.0875597119274572,1246.6728150778,0.31118980592466,0.0065487574900958,0.0114507053676229,0.196560760120545,0.772051105116223,0.0545987707532986,0.312161556640296,0.0621603440821187,0.0339284796098791,0.0284554582650172,0.427119492380995,1.33645615169475,1.34126563011315,685.481458,1296.316802,2728.055097,3129.592247,1.7578125,0.045043709,0.400384422,10.278786,1.8191773,-2.3118541
bellou_w_3,266.450536719744,968.814109671958,681.129950328084,2.51008430948335,10.4477800816195,6.03109318400603e-08,0.279720661665953,4.17808694001132e-07,0.02526613991218,2975.87233193147,0.744774243792071,0.0037547438993769,0.0093701561985366,0.163981423922569,0.74183931853886,0.0965441712706239,1.58747558146695,0.0967341774260316,0.0439078756181931,0.0374687071152468,0.458774044581829,1.16430565313212,1.17972226591741,878.489344,1098.46491,2788.064096,3609.792917,8.738111413,0.030882805,0.338306236,9.377039,-0.109671764,-1.6231259
bellou_w_4,267.066879934111,841.963679760683,404.874259138155,2.0011452646436,12.024368004014,1.2255166697502e-06,0.413110750762253,2.24066896969338e-06,0.0521923119486958,1617.31525169708,0.586771460637783,0.0055124746867724,0.0165586659945537,0.149059956815046,0.783939211576461,0.0459862120442052,4.64260660536125,0.0959757886953746,0.0247557028178997,0.0273254038028915,0.476858168689533,1.02734279855344,1.09705959897495,793.809661,1208.434273,3226.156557,4264.797042,1.80698208,0.031374648,0.189596717,10.498223,0.66785467,-1.2163733
bellou_w_5,347.947041150573,1266.46512918115,1116.25315845056,1.63543535052938,4.09414194493358,1.26443311409146e-06,0.589969104954218,-1.07149976330426e-06,0.0778797947177689,4089.25208141931,0.706388098872783,0.0109797745174757,0.020871928944192,0.0995308497925037,0.775529936805304,0.133568702297147,0.0424935679708039,0.0719188652162627,0.0618038691630886,0.0501668574768884,0.429542182445982,1.32490640238313,1.32806251045514,701.067631,1410.514546,3123.989067,3820.267975,3.744904891,0.014505638,0.623559745,10.106286,1.1340405,-2.314718
bellou_w_6,337.261523819936,913.247651165955,771.333276307323,2.1957758277044,8.15879322490571,3.22258892894557e-07,0.321576619076313,-2.34532667040593e-07,0.033512168092737,2570.60585017325,0.619467574916077,0.0034922524454905,0.0056532770561077,0.348913250443618,0.572924160970551,0.0766039376420322,1.30563395000405,0.0579662635302737,0.0291674123527797,0.0225454278335986,0.439591421994192,1.24331977454483,1.27483988732506,607.606377,1280.280373,2995.508999,3722.182588,0.594019397,0.043906158,0.280141835,10.0106125,1.1742016,-2.6900034
bellou_w_7,382.078145465911,1307.70261937182,923.099259177898,1.87362110705783,5.55452599024869,1.95361184930393e-10,0.471506217938995,3.07988476364775e-06,0.0261049039556231,4293.66182663645,0.340143768481075,0.0029005815253005,0.0129358572079375,0.0483392370903766,0.817316150102113,0.140850946262155,0.230147388880618,0.0556188921111389,0.03917308805041,0.0291205174876288,0.428668192390514,1.32981380529881,1.33280669578916,796.485573,1463.029729,3233.022752,4054.043052,5.007721657,0.013384217,0.100959359,12.3404455,-0.04746808,0.1502876
bellou_w_8,274.178947417538,1153.77169631195,922.063260449284,1.93596834191247,6.14579613443248,3.34870749033223e-07,0.323214052883953,-3.46749085144046e-07,0.0407099110975024,3265.94313398225,0.585776414314922,0.0034554680249316,0.0081928381716108,0.181562105887774,0.675735910800914,0.126623184571135,0.424902323668088,0.0763627309403806,0.0208187229926217,0.018923086105085,0.453754998463954,1.18631553825438,1.20383273738309,713.422977,1120.364222,3330.835033,3453.076386,0.769042969,0.0228414,0.554516836,10.510557,0.7718616,-1.1202345
bithikotsis_a_1,255.670279920523,1787.20945642477,1110.33448836091,1.18844597624824,4.62409915911284,1.68106248319233e-10,0.242979847558157,1.63861772401106e-06,0.0082630215474319,6305.40436964523,0.59264206303305,0.0011017861263017,0.008689131748658,0.06064923395461,0.266520904712211,0.668743220871019,0.354112419743856,0.101029939756254,0.0264271698440486,0.0231687154907705,0.45834993008595,1.13939618009254,1.18173920082531,858.978833,1544.32994,2698.531458,3560.440343,0.638020833,0.23355822,0.392729457,-1.2673881,-2.4358804,8.508058
bithikotsis_a_10,293.348944151136,1420.339222109,829.834994722445,1.81161078155753,7.03357708269548,8.11881677893588e-08,0.231978655161227,5.21992022115774e-07,0.0169428538483483,3980.49344272266,0.709669548164713,0.0017395514672426,0.0053138884345037,0.0954236521057412,0.616189375878653,0.164442593247925,2.1140013706563,0.157962037800678,0.0053854854066534,0.0254254585418032,0.536765078411308,0.581093588267881,0.86301240565565,910.714363,1486.494703,2599.15296,3758.07782,6.292808219,0.069172199,0.092817176,3.6754951,-1.8691137,8.119983
bithikotsis_a_2,244.47739438975,1786.37806906882,1238.36801477967,1.44727868621348,5.24382266924807,9.66519949121418e-09,0.167506233094718,8.14582495640102e-07,0.0084274311904123,3893.576495672,0.683337798692372,0.0010383337554522,0.0058029272952728,0.0732497003602187,0.32610484039803,0.584263083449416,1.01281219785625,0.139351961647443,0.0171491099984053,0.023258462279827,0.467742461567906,0.767666605173319,1.13794542109792,795.94943,1528.694362,2701.828075,3736.581274,0.512695313,0.259645324,0.203898462,-0.80230176,-0.652772,8.178067
bithikotsis_a_3,192.70149164721,1634.15770590529,1186.55590811177,1.06141701337383,3.55873803955608,1.3379754988534102e-09,0.174154938940125,7.65675339997324e-07,0.0076879071680063,8398.28556248654,0.57172026734192,0.0007795043645003,0.0041051984805993,0.102208537762751,0.424927650512569,0.400145414980213,0.741174621213681,0.146279648817237,0.013389395701132,0.0177670259642114,0.473911962205514,0.877715201994129,1.11009655748328,799.098249,1563.374125,2715.300345,3664.581052,5.131906703,0.047601646,0.015982896,-1.0423796,-1.5265182,7.974247
bithikotsis_a_4,297.014714505252,1305.62209913768,854.360838748595,1.83313477304155,6.35660188123574,3.66730470873022e-10,0.35637677197588,1.9898520297334e-06,0.0152104990117666,3360.06764351265,0.661741145000002,0.0023461672589204,0.0155544452739677,0.0546314371773,0.679812597946703,0.253173896740129,7.19023210056308,0.114407024132414,0.0319655529217694,0.032729381614778,0.498269339168104,0.906255705299527,1.00694668804942,880.174208,1494.150086,2751.167023,3850.486265,1.9140625,0.033907375,0.014544373,0.45511773,0.9844729,8.891558
bithikotsis_a_5,185.815099242764,1497.08914451464,995.357477675203,1.10839996784279,3.39199686995488,4.74989892555321e-06,0.147436586756176,3.91759603698615e-08,0.0168644707891849,2565.19728239323,0.59432215715769,0.000970818416403,0.0022418956693677,0.0845633291981967,0.387162381542095,0.496600068673095,0.742138236694692,0.198154859636595,0.0023177168296921,0.0125406182976582,0.517916388065912,0.561181851924771,0.930813594470664,850.745459,1443.225924,2810.598958,3615.490137,1.031530689,0.037809175,0.008456133,1.7787595,-1.9018012,8.146042
bithikotsis_a_6,221.483783569037,1326.45684451406,841.455412652178,1.54386336047838,5.18477282204694,4.47262929521086e-10,0.244129319120138,1.78842395581326e-06,0.0113012909346663,5123.16992354194,0.582983356518648,0.0011299832614415,0.0054614635705601,0.0576958542817409,0.493377587307214,0.356398497013183,0.671719019012482,0.142227693478174,0.014084862729498,0.0181338104618258,0.476278008683207,0.892214293977584,1.09961405265122,899.491487,1480.621949,2748.555521,3866.33727,0.5859375,0.577072313,0.049800634,0.0050312104,-0.25430974,8.452959
bithikotsis_a_7,239.446122366486,1438.06870928343,912.997831731375,1.86622994632297,7.40719747278955,2.06674587664656e-10,0.219996350398498,1.56769175517457e-06,0.0097884827485603,3295.15793178978,0.489860504788288,0.001211584100525,0.0056917495804484,0.026420008640624,0.416584126891367,0.533428979422422,1.83823538550318,0.116508920350641,0.0229068611967722,0.0220312631932395,0.450488455071142,1.04539787011522,1.21981271382876,822.242515,1508.339833,2564.857682,3731.222278,1.272898707,1.992486994,0.07581926,-1.3939325,-1.8363851,8.192358
bithikotsis_a_8,125.457704629852,998.741899009384,854.366215993013,1.21365861949994,3.71854161408694,1.38151382041988e-05,0.175340170272049,-1.06782014391562e-07,0.0228483221753474,3509.96395279389,0.575930895439945,0.0004815269723796,0.0018531515021399,0.101455840324512,0.378226030039935,0.358670983919933,0.690170556620553,0.188534104708895,0.0005690004434744,0.0045043533500604,0.477341681498536,0.762351649240593,1.09493542835116,611.777483,1520.402988,2542.710587,3618.998571,1.876986229,0.920965328,0.095241731,-0.9557216,-1.7379076,7.8599844
bithikotsis_a_9,233.774537156405,1354.88321761526,900.327058967987,1.57180987888916,4.75043329684278,6.78341604136066e-08,0.264221509043196,9.79451295156565e-07,0.0163839820133988,3101.35367745118,0.790152652403562,0.0020829024155201,0.0073611757533105,0.0348709754741898,0.621093060010408,0.295924837685409,2.79804664450302,0.169502001550343,0.0142009725888048,0.031306550711025,0.538462832804676,0.561577406379645,0.85713950470234,743.667777,1463.05659,2792.732075,3834.181858,2.194466561,0.206816243,0.205981934,0.13115571,0.7477381,8.178525
bithikotsis_e_1,213.93923281706,1669.64877749523,1052.21791446603,0.568081519397994,2.94957378953321,3.43804687616346e-05,0.166208916017214,-3.25394010437333e-07,0.0300859701910733,2935.34483541351,0.669792526576923,0.002343580891034,0.0057863565799859,0.0717903717100499,0.427313398904378,0.502987055361145,0.876602819189571,0.117601659970786,0.0167563488541588,0.0253692507860761,0.479516237970113,0.901623245109026,1.08543517043053,640.845673,1861.365695,2627.490159,3594.277838,3.491870777,0.026668671,0.269943805,1.7851315,-1.7453351,7.805853
bithikotsis_e_2,120.41660982114,1338.66947994709,1062.27586127815,0.745441608328013,2.41516710203847,5.69900650634899e-06,0.206027368791868,6.98569529379297e-08,0.0168918508792494,3560.48990279287,0.57754631931678,0.0011271176936245,0.0035634109214441,0.060258698794575,0.486900750110056,0.438294318181369,0.477566703792048,0.191633246401785,0.0057462288180131,0.0137239165640926,0.448836830813682,0.968471400448912,1.2279811533896,504.999302,1815.916129,2527.462675,3682.679259,5.420946241,0.018804369,0.582822637,0.56830776,-1.5620047,7.4952893
bithikotsis_e_3,138.963025757392,1270.94049859001,1152.68383441198,1.00850159640865,2.7914658252962,6.4306274615654e-06,0.138781774020687,-5.01273291530649e-07,0.0208670897133889,3668.21935042753,0.623728126687787,0.0020996770939341,0.0032633211094924,0.103215435185626,0.533980897416712,0.314583349297288,1.4212158344342,0.192984995310819,0.0249445381253192,0.0342008016377782,0.448285567810069,0.790317037762662,1.23072093283111,532.315132,1922.654634,2721.348146,3791.57792,2.558400371,0.155375014,0.925400236,0.82336605,-1.7531189,7.127799
bithikotsis_e_4,259.763922057875,1661.12646919055,1104.21814216587,0.614546011785899,2.66424364304147,7.26979436253225e-07,0.272614019241708,7.86924523956624e-07,0.0267737303098063,4227.06521500071,0.751946687911797,0.0032197044033839,0.0100585206969435,0.0601058577881049,0.52641584074729,0.380417173078649,0.10228165868311,0.103880094840419,0.0244822227693143,0.0287008719810105,0.484170019515529,0.888155853405288,1.06539017223871,555.780711,2046.312659,2562.327368,3726.023038,1.272898707,0.10945621,0.352174636,-0.63155293,-0.7676558,8.463762
bithikotsis_e_5,234.450680414389,1232.52545765817,848.148760642717,0.859887468794248,2.9106149956868,5.74869800588007e-06,0.257536605889792,8.14189001812383e-08,0.0239749538288048,0.0,0.740880877999799,0.0013459366561286,0.0030006551947224,0.0628944470580433,0.607355584303205,0.227465119198194,0.486004965327393,0.142687876160094,0.0041872818185167,0.0104331253129162,0.488755647039071,0.518152871605733,0.856111102514379,567.348531,1725.29662,2548.001195,3577.229501,1.025390625,10.69745716,0.067363706,1.2554106,-1.4519622,7.877379
bithikotsis_e_6,219.448062426864,2149.15499826167,1354.56426297281,0.354143602809543,2.64011737708445,6.58850971639254e-06,0.135833117619513,5.29082983475727e-07,0.013046060359869,3373.75675061241,0.611733741224884,0.0009371105998887,0.0027660238735403,0.0680888756078703,0.314693636781638,0.61007405229658,0.94542005566801,0.223106399149767,0.008069412768099,0.0141058080908843,0.509573510686214,0.668462871845118,0.962425421349894,623.412756,1884.396223,2596.049238,3623.318436,1.566051136,0.218031253,0.682515171,1.6086079,-1.8448137,8.201921
bithikotsis_i_1,277.926051514783,2290.59633781032,1299.72671040276,-0.160020534535512,2.02326114024148,6.99192969130774e-06,0.139059135403312,1.10469241090387e-06,0.0147691374684528,3123.88276307857,0.70244607809213,0.0013948944581242,0.002715247114673,0.393389017049024,0.154421402779217,0.386017293442385,2.94019077470872,0.334666395762321,0.0087203236726944,0.0303060882756078,0.593069491412033,0.334356191048477,0.686143048125963,462.276913,2269.237564,2699.840565,3902.525633,1.972507156,0.281722351,0.640418031,1.9947855,-0.41735354,8.475429
