names,Pitch,SpectralCentroid,SpectralSpread,SpectralSkewness,SpectralKurtosis,SpectralFlatness,SpectralCrest,SpectralSlope,SpectralDecrease,SpectralRollOff,SpectralVariation,SpectralFlux,HarmonicSpectralDeviation,Tristimulus_1,Tristimulus_2,Tristimulus_3,HarmonicOddToEvenRatio,Inharmonicity,HarmonicEnergy,NoiseEnergy,Noisiness,HarmonicToNoiseEnergy,PartialsToNoiseEnergy,time_s,F1_Hz,F2_Hz,F3_HZ,F4_Hz,F0_Hz,x,y
Kazantzidis_u_2,254.565057928372,1026.91972348484,1318.4877678374,3.03318663351143,13.0126189311184,2.76499308432752e-06,0.285041341996405,-7.72751899609483e-07,0.0316029218600633,1052.05423050795,0.755338051448407,0.0035378999413744,0.0039975827583902,0.387361132620294,0.53319728413158,0.0583879168622603,1.43138302400693,0.0888589362600478,0.0260327310307781,0.0260275376868264,0.459376048655951,1.08863205920744,1.17686577897523,0.669291,513.067896,1010.060659,2862.803496,3455.688223,252.272378494889,33.38619,-27.959114
Kazantzidis_u_3,203.924399793276,747.320430900077,658.921492741698,1.9328792618548,6.06110477894716,4.4648730622865403e-10,0.405131530520545,1.93360026419111e-06,0.0163864903329345,2355.54397640681,0.666671651131761,0.0022140575386594,0.0085283484723035,0.162764362660335,0.683908771521414,0.145910939467118,0.190235804733466,0.152306460739702,0.0188248644442829,0.0240134140396107,0.472029508239007,0.931622771406811,1.11851162384039,0.779393,484.446297,1386.84773,2273.514552,3662.354615,205.451542137164,59.072277,19.362907
Kazantzidis_u_4,195.900054550022,619.571452951006,650.031768854594,3.05022846907909,12.6089905574584,4.28275044750628e-07,0.50409325964088,-2.45265158215562e-06,0.0642579256815474,832.463002172115,0.672361632203414,0.0091803477741575,0.0165852850352578,0.212755694252094,0.639491008518316,0.138739364814309,0.195345480436121,0.104140489858844,0.0611173235746191,0.0469035679119314,0.428575237445028,1.32535615953056,1.33331989000823,0.410918,442.968387,910.973095,2466.937159,3340.834813,193.866448108242,56.33551,20.202084
Kazantzidis_u_5,212.21614322244,637.518047795252,487.002064740221,2.56563900319432,11.5512290015668,3.29832158446838e-12,0.397959960609893,5.40968853351354e-06,0.0101459485134164,1562.73652324343,0.450798277912107,0.0006812279551945,0.0114213341433366,0.230343078244396,0.602186280765906,0.120065198693667,0.458672344382744,0.219285175247998,0.0071452710351072,0.0267687125635296,0.44967218605415,0.646598293124055,1.22384223666344,0.644138,492.346754,1089.453386,2453.613147,3547.387447,211.172287865165,66.85426,-5.9750977
Kazantzidis_u_6,193.81780003201,565.279251249157,481.287719525923,2.41766013279585,8.72922432349487,5.14605537687721e-09,0.448174325171806,6.26999428321869e-07,0.0309100978259874,1942.41508817538,0.666834671466752,0.0005299665311944,0.0020229976156682,0.314088764275161,0.586829221459491,0.0458563217477703,0.649172879162132,0.125104650328902,0.0015110710891068,0.0036086299812092,0.445043712705697,1.18318477728269,1.24697028954836,0.627404,435.704841,1243.777695,2346.742859,2948.40355,191.70038178211,58.340904,21.47941
Kazantzidis_u_7,258.566327019785,1327.7711122346,1253.42071883053,1.68179107728079,5.34575590473353,4.20204905609701e-10,0.17903626819248,5.77695144782423e-07,0.0045641682260429,3824.70459210558,0.682008473497751,0.0004866772382094,0.0016937752401244,0.257287799675708,0.450017187445937,0.215590467086047,0.693711421988072,0.303090143521972,0.005783337672718,0.0187103018922886,0.531240787571223,0.293918594442261,0.882385583704697,0.450102,925.193322,1866.888662,3348.682717,3846.881773,259.01980949985,37.452263,26.471039
Kazantzidis_u_8,259.613919859225,1105.02462829403,914.911896692558,1.98919614399414,7.05279045273548,4.5864009740489403e-10,0.296034449656104,1.13557053347241e-06,0.0173851570640896,3422.34506612898,0.541069180904168,0.0019068831867217,0.0096235994923182,0.188377579007421,0.646669188826161,0.152896911964658,0.272114601387239,0.111278839145351,0.0239534161015803,0.0235690379655729,0.446089716397552,1.19058464063861,1.24170153052532,1.185261,1039.480286,2242.073087,3704.817842,4013.518905,260.269903380802,37.016865,25.12854
Kazantzidis_u_9,263.999355186772,969.673731507632,923.421865402243,2.09989585147305,6.38471053536011,2.95233941777182e-07,0.341942646732641,-8.06093141384076e-07,0.0443958959072722,3676.8628334755,0.754169631606654,0.0055384313370737,0.0085368398836204,0.24221075655509,0.672424761962641,0.0377308054585919,0.345033647202185,0.13761208324476,0.0268906593385393,0.0380242864541827,0.499347359452475,0.821625064171979,1.00261397416116,0.371735,681.970195,1094.209489,2409.435007,3687.382675,263.608122103045,50.79662,31.38779
Kazantzidis_w_1,219.066326472447,900.317472947605,752.689772475694,2.68452697613851,11.4017557138276,2.87560411098835e-07,0.249219890967106,3.66515000604791e-08,0.0194499177242186,73.0112640898335,0.687313227656208,0.0014565446403877,0.0022149254678578,0.12451397221857,0.662985164227145,0.122479638368783,0.45666284464078,0.211386312576061,0.0034074543236262,0.0112318128434548,0.508450751154759,0.563529545578473,0.96675882124054,1.160975,574.033022,990.58396,2574.138852,3387.388356,224.962395049846,35.899002,-32.265137
Kazantzidis_w_10,216.112791440307,853.286934483918,490.367311967579,2.47745573986402,13.3390019878252,6.35656472693853e-10,0.307590634122423,4.1299361164681e-06,0.0320767145000289,2431.48917150904,0.418594007908225,0.004345955665834,0.0172879741001166,0.0816291008671748,0.577278167394711,0.314756879473732,3.75498528982128,0.107434895810026,0.0440612674215945,0.0474851878750437,0.439034453544401,1.22134408742866,1.27772584399931,0.515363,636.028649,1098.741656,2443.246281,3358.615977,217.387703706821,34.040016,-32.914696
Kazantzidis_w_11,255.891886659961,1308.57740676158,1321.34821461093,2.38567144902179,8.97064387407498,5.06397013881208e-08,0.207867771789252,2.95493287785433e-08,0.0102340710987975,4810.11972603714,0.7557298694932,0.0009271078547099,0.0019569892511201,0.127866112100847,0.615621358152388,0.217372087087097,0.466930799762205,0.254960530035411,0.0034815903721886,0.0135792443881776,0.517388489783292,0.385904079724186,0.932783623421637,0.557353,664.458502,1193.611559,2632.377502,3490.875127,252.744378299684,48.350662,-1.883769
Kazantzidis_w_12,219.00351432529,1485.69586050058,1560.38807332998,2.18770657383276,8.56502532096425,1.77116610905528e-08,0.224588088158257,1.80384087506374e-07,0.0110289328573054,3116.89033916567,0.781066977428615,0.0009079128889732,0.0024053603180137,0.10090837278707,0.479182709314913,0.331700219380364,2.06900473408752,0.171035091348806,0.0039853528072961,0.0092539621648062,0.496157668363038,0.694363093478437,1.01550087243963,0.632914,1097.285344,2577.181066,3145.028047,3538.770156,217.221479927184,35.788666,21.247375
Kazantzidis_w_13,194.15395185534,1007.96166854506,1066.39686936458,3.03027760030221,13.8887334132897,8.48908526324833e-06,0.264619709758105,-1.47945134025612e-06,0.0424974226521227,3102.83281305776,0.574571925529278,0.0045373741714422,0.0060905615262444,0.0975798445554778,0.630951108920374,0.260893906414675,1.46716846476495,0.123757607812404,0.0394068200063909,0.0332790067345288,0.436129788799711,1.27479309633965,1.29289543085818,0.515363,630.143453,1003.174472,2599.897791,3381.381915,195.127850770614,59.307568,18.51254
Kazantzidis_w_14,129.283163509892,793.581834715213,724.742208507612,2.47318813859575,8.9420092105044,3.5885174454200804e-09,0.281544262853022,3.11496292754397e-07,0.0162371291795247,2333.09264532925,0.612592902394293,0.0015306024275703,0.0038133373896504,0.0260213197027619,0.700270197684655,0.26664524282924,0.795593103674811,0.162618598894532,0.0157542638977717,0.0161126128041465,0.436655362792109,1.17383016243106,1.29013562001321,0.912812,484.559823,1244.676151,2199.430859,3448.792883,129.245233305525,35.600117,19.183365
Kazantzidis_w_15,255.596439450209,1090.91418457316,741.884156524475,1.78571119796451,6.09384136545891,2.47735970234899e-07,0.252482959006263,1.45807571425889e-07,0.0211588180727755,2083.96990892701,0.777190984679489,0.0016431359724292,0.0049961011452398,0.0792808760912041,0.715457885936583,0.176963327096638,0.227329516958935,0.112886595513537,0.0087684245147399,0.0103467565313966,0.478063592391438,0.832867301435156,1.09177192305663,0.80271,672.433585,1153.772004,2495.063003,3539.698648,253.247206706734,67.30646,-6.933531
Kazantzidis_w_16,172.373070877905,933.460749748185,674.286782820947,1.82865882167328,6.20028380615437,9.10138850171655e-09,0.187142067120224,7.35399656007622e-07,0.0087499415693792,1867.81397911709,0.439291489594336,0.0004233073399512,0.0022618934931158,0.0890728462346987,0.458663380205769,0.332379386560402,5.98808434564556,0.232569368783138,0.001494373025027,0.0171155675764071,0.476298108002395,0.31110509596184,1.09952545097024,0.683322,552.348309,1217.704902,2524.887493,3396.424908,166.388106407628,46.113335,-29.256268
Kazantzidis_w_17,238.342198904889,1077.04049091848,903.244777721055,2.11118536908411,7.12032620630338,1.8171040149247901e-09,0.276924580441353,7.73635505188388e-07,0.0160715323570994,2441.55515306478,0.684994361228418,0.0022811593083641,0.0049796200384507,0.147611683245482,0.622953887819233,0.198213358230921,0.606682799132236,0.132643876856063,0.0172627921955881,0.034188516501285,0.513533149641286,0.703357170600176,0.947293958916812,0.463163,626.204445,1210.795985,3139.993846,3715.858407,238.785327155752,59.708355,17.398659
Kazantzidis_w_18,195.504399386179,1073.63068601053,917.958069068591,1.73851145763504,6.09968981745586,1.9870765115894702e-09,0.255449067296223,9.53362397666741e-07,0.0172110669696507,2961.09414665547,0.513414441035819,0.0017630087577864,0.0054474288692841,0.100547325909509,0.515942879985001,0.360701831002461,1.38188120273052,0.126744260712122,0.0221094770713117,0.0180435296173083,0.427625423294241,1.3180227216831,1.33849521394197,1.00424,739.682477,1130.557248,2625.558831,3515.692537,193.960959050192,50.34251,28.780218
Kazantzidis_w_19,220.717507889998,948.548551736625,783.890792207753,2.382533607001,8.43470408811844,2.20416438552118e-08,0.258391649888963,6.43519428480679e-07,0.0241321852971147,3019.578087571,0.642030248635053,0.0020487034061875,0.0066401404291606,0.0891773525509554,0.618568446212819,0.254108087657829,2.04120258351131,0.142605092432452,0.012892203305824,0.0164083176069273,0.446008812181999,1.09634747985273,1.24210816622147,1.043424,611.849469,1118.581528,2734.6366,3518.455207,215.301506085065,51.829044,-4.6606803
Kazantzidis_w_2,158.432437031707,591.96240592892,485.091558314111,3.81014916915278,20.5067327438891,3.2709510810036e-08,0.359705893733652,1.79006061895028e-07,0.030246692474322,2376.93697226138,0.667413187931703,0.0033890120113842,0.005463903292273,0.146838257542671,0.673353035691176,0.10406511845869,6.2864587932424,0.16671987519091,0.0077493674007797,0.0229833012791468,0.477310483438614,0.837308304074559,1.09507235792488,1.009853,520.332216,1023.307577,2944.568054,3614.593539,157.786043402059,52.60697,-5.1494145
Kazantzidis_w_20,149.022937448818,700.806171348851,612.785837443775,2.79970548356658,10.8082272862445,2.46500801134481e-08,0.354216186847441,2.60573040236782e-08,0.0350971940327531,3383.26766713121,0.488466724037073,0.001663055867181,0.0044752674574269,0.0946379720102541,0.599663404679122,0.130994092540634,2.74069023676408,0.149632018073628,0.0081364072726931,0.0126837630980157,0.449834187616753,0.962112253336569,1.22304135063201,0.929649,508.62743,1070.703684,2760.563545,3304.037698,148.721250036491,43.740467,-1.8223329
Kazantzidis_w_21,245.184493391878,1364.63031526554,1116.44950827395,1.16308343641516,2.85080639991391,5.68051038656522e-08,0.229360649925112,6.38391042332334e-07,0.015867721475975,1335.84598160415,0.722798284941024,0.001907033680882,0.0056005626781824,0.111486371508065,0.675230669219673,0.193247458050084,0.499694194670595,0.175325576667371,0.018494261981162,0.0266675488391682,0.512604043095416,0.659827432209081,0.950823473731088,1.137659,669.513305,1195.28344,2961.743244,3542.302493,243.806470803076,50.522858,-3.6380074
Kazantzidis_w_22,197.20567550059,873.28510917675,747.908803267449,2.07233511703118,6.69507706953893,2.04235078053394e-10,0.28785179072943,2.45872751676058e-06,0.0153331378373057,2775.00116163809,0.532577615694557,0.0020869280420795,0.0077674443293122,0.0861612535208101,0.648675263186134,0.239268367960531,0.850613788260294,0.129179203120675,0.0371164917194739,0.0296986058256579,0.435903304283008,1.23496753846551,1.29408725789776,0.882046,552.685957,1126.227219,2559.969526,3383.411933,198.063846455859,46.076973,-28.570272
Kazantzidis_w_3,267.144034154498,1053.37050949156,755.599160892393,2.16675479018395,8.32071204408017,2.70581696737634e-05,0.353431465176015,-1.26309809012187e-06,0.0567058371446424,2884.02100381788,0.766667531639388,0.0042640841986576,0.0074871301740274,0.0966410008740256,0.755227155554263,0.0933530229530223,0.115086158965916,0.14561901692426,0.0101553472053948,0.0161725927949102,0.492439251884769,0.617209518502708,1.03078783844999,0.345612,603.347555,1180.226982,2554.925284,3622.61078,267.790510486278,54.488667,35.410843
Kazantzidis_w_4,197.718947613914,930.968949051066,725.737052886729,2.01577223173159,6.83712037293261,1.98542472920865e-08,0.316687142861148,1.5412950648667e-06,0.0271252900790387,2398.08869241699,0.71595040645015,0.003387377574101,0.0095970029600031,0.0606839725649428,0.614394992142342,0.305628596961483,2.90065006676135,0.115296578605312,0.028886920648964,0.0246998237310168,0.437248311423357,1.23647151347011,1.28703984735823,0.528424,605.178373,1144.359086,2284.427653,3380.750318,197.513191589913,52.73178,27.45933
Kazantzidis_w_5,197.20567550059,763.0102603477,700.173815336645,2.38504446000166,8.82554955351233,6.0428764568025e-11,0.297822295325678,1.837499709983e-06,0.0115922253455132,2206.97569031224,0.534148022779753,0.001480836356344,0.005815488371207,0.157976286710748,0.656137253600844,0.161013670350359,1.22526442780756,0.159193089289016,0.0259349029540132,0.0257903723193962,0.447434305088222,1.06516210749087,1.23496497391461,1.258016,582.615118,1056.816202,2341.409605,3197.248485,194.975872510734,44.24369,-1.7590337
Kazantzidis_w_6,206.234324375904,924.892856211748,775.556615055663,2.01407333471271,6.58563698385212,7.45779246033252e-07,0.231391781560064,-2.34387295543925e-07,0.022346803159384,1926.19609856409,0.713136748287943,0.0021238021168378,0.0038611942823491,0.121273578947333,0.646798371773862,0.212012110237111,1.22866104356282,0.214635668304664,0.0101999369225892,0.0203009454704918,0.500986853961156,0.47102675954287,0.996060366066241,0.792455,582.270768,1075.912444,2453.921919,3482.864724,206.070059491168,37.01779,-31.628567
Kazantzidis_w_7,193.48223021099,978.456940534882,772.825623020499,1.96228813133623,6.44473963725626,1.01899163916456e-10,0.286945199772492,1.71337176984376e-06,0.0117167682489721,3087.68166641505,0.511356822224907,0.0010356084649614,0.0069426330104487,0.047237263320072,0.582500572044961,0.344483921647695,1.45496584658826,0.144221663826166,0.01328337192628,0.0192660659969569,0.446892873762821,0.947881470049206,1.23767274816693,1.133016,682.209866,1150.30916,2946.223116,3539.903029,193.747799176539,35.104748,18.56649
Kazantzidis_w_8,286.897302965865,1497.80447867048,1186.38895123172,1.38313762294492,4.31000735903525,1.20928950193131e-07,0.294006433094576,4.44618888333586e-07,0.023822078151838,3264.88103043513,0.743644286429355,0.0033849349252291,0.010260892852359,0.0722459769713184,0.632961029552302,0.283566728901498,0.292358565302862,0.124815260902978,0.03011448981067,0.0342620825748627,0.461791967313926,1.10673753571533,1.16547725118874,0.332551,654.760923,1431.504512,3164.448918,3398.691607,286.629216584421,53.65559,36.94042
Kazantzidis_w_9,197.091797927919,871.274951117187,797.086153722734,2.09966317731567,7.30581685598662,9.92719576075463e-07,0.247676957279668,-8.4569957459087e-07,0.0335963772800765,2936.41455368918,0.66770572354509,0.0030122587328633,0.005537671484238,0.188257821574014,0.56953658594826,0.213233291754536,1.33981012458238,0.120511335536693,0.021795187122023,0.0223740121418169,0.434507266366382,1.2226561979867,1.3014582351295,1.037812,782.947038,2171.168516,3258.030416,3761.159223,197.931504330958,49.647488,30.638908
Tsaousakis_a_1,217.427497496257,1595.46871468443,1190.80701952557,1.62523165343924,5.48775634185582,9.444212895019642e-09,0.220898087186592,6.11529511814301e-07,0.0104018773500292,4131.83251497767,0.781648381108583,0.001450471117366,0.0067931672218089,0.0692176587263771,0.414663475230149,0.487589852469124,0.704789019443902,0.100597496361283,0.0266742062963155,0.024444937372117,0.451656902447268,1.16178076924169,1.21407237685362,0.803679,860.112854,1480.598079,2643.200187,3478.113482,216.698162838382,30.037739,-33.956226
Tsaousakis_a_10,211.481931143206,1877.06411242109,1110.30890394884,0.494935561968695,2.63944538218348,5.87159919107462e-07,0.116500790734484,1.63402427055842e-07,0.0113816099916473,2562.87717610824,0.591526863795773,0.0007620689764557,0.001229963721056,0.0846118357374604,0.253439752779839,0.565314357076005,1.16226501008717,0.350591413001436,0.0006866842534176,0.0135409435547119,0.497228608900134,0.208379466982524,1.01114735174228,0.541485,886.775101,1655.411429,2861.935799,3406.667837,211.624750223463,-44.61748,53.453827
Tsaousakis_a_11,196.069854388932,1268.41205377118,826.052635207469,1.82792659637357,7.42247664345776,4.47662014954791e-07,0.154650388436898,1.82914897309475e-07,0.0187073519455155,2778.8998954873,0.622885888438399,0.0017239805813546,0.0042302310529644,0.0545019660016116,0.349040826108319,0.586610840276597,1.56351901891875,0.156363236293056,0.0152338019561096,0.0160077113252679,0.452413379625979,0.995469618455112,1.2103702675334,0.923067,844.247602,1401.948394,2500.22779,3559.583683,195.939919031687,-41.260376,52.51258
Tsaousakis_a_12,175.183602106191,971.763784282511,610.582456583303,1.87765247006604,8.75350764832985,7.47955559975115e-10,0.193691167042784,1.91621302045922e-06,0.0154434244810522,1562.52598479857,0.457944821849834,0.0014588518685761,0.0056464121197979,0.081074492578815,0.342758871824415,0.563577603894723,1.72651209792684,0.162985987165107,0.0185289593452353,0.0162407310615053,0.435717280107895,1.19036249438727,1.29506641282631,1.00424,834.310573,1362.546009,2661.983576,3828.471033,176.06687742784,10.818427,47.011257
Tsaousakis_a_13,132.38145865965,1043.26674446939,760.081680850207,1.84333953225956,6.91741667294508,9.46914469493587e-07,0.140379720680269,2.68512470270072e-08,0.0173504099703905,2748.17214519257,0.505183597655007,0.0011913393566505,0.0025440579867653,0.0396655115723521,0.257730529411766,0.682459618871335,0.731897395537212,0.189400575680699,0.008314289722432,0.0118903620849678,0.446825493495886,0.871364682016556,1.23801074569902,1.053679,724.799725,1282.667281,2460.199679,3467.8598,132.417446678677,-26.780157,31.914986
Tsaousakis_a_14,244.972159437681,1490.36855894105,1044.02064444051,1.85934763812726,6.2097448111339,9.64217496018823e-10,0.353902942681668,1.61425175079884e-06,0.014386145453485,4133.28077894332,0.725342682551676,0.0023534317845076,0.010767950437042,0.0363979830776565,0.589536083572505,0.353452784794156,0.201326169816543,0.119402391779235,0.0323050929863232,0.030489228363832,0.455935607380226,1.13869186755789,1.19329499679995,0.674904,967.651065,1611.445805,2901.633776,3708.254806,244.606504703039,-45.233147,53.746254
Tsaousakis_a_15,199.843096897874,1299.63585077714,741.518024825455,1.31304052441973,5.07212576996396,1.37853110896899e-07,0.167492063339515,5.70205130833386e-07,0.0157428351052414,1339.18474061351,0.625504065624503,0.0014627614753715,0.0033341245349575,0.0469020734553529,0.397115462452137,0.535820454184087,0.636317063180475,0.284539024532625,0.0052860154729903,0.0229941944623912,0.546861305615048,0.245699148555827,0.828617219269724,0.750465,829.118383,1474.320152,2580.356085,3468.685963,200.936476787936,-40.857845,29.587751
Tsaousakis_a_16,196.864240022419,1509.54343863283,1103.97418297466,1.52659072561044,5.16003710631458,3.40983613562202e-09,0.223342735727843,7.31442663832926e-07,0.0120629798460413,3206.45370480501,0.635873799742679,0.0011397019026763,0.0055883748470483,0.0568426569333642,0.380042269244357,0.506454941562644,0.511334895339015,0.129084933192905,0.0156016232368426,0.0141745761830567,0.438913786161968,1.15062439407899,1.27835176640129,0.811128,819.361349,1474.04971,2863.423194,3400.970462,197.4226929142,-39.96589,27.694881
Tsaousakis_a_17,193.258839833911,1222.92913058572,848.74927914846,1.42935135686382,5.66973885213101,2.58063628125581e-06,0.139817258965819,1.88049225272001e-07,0.0171684159878791,3129.95983633868,0.6539749396648,0.0013965682481049,0.0041502343863637,0.109865549576701,0.40777560628858,0.386562826738839,0.494739919157453,0.218211316990288,0.0077025790496325,0.0166020494255557,0.485734071683811,0.559403542899758,1.05873966496415,0.645975,791.841105,1513.734375,2655.350231,3143.070479,194.022358882838,-10.312819,49.067486
Tsaousakis_a_18,289.895794775009,1538.67990894842,1032.008302286,1.31715919991674,4.439248021953,2.28057460164766e-07,0.186377399686417,7.34764193316592e-07,0.0110070628326178,4980.72049693164,0.789970573895513,0.0015885046112959,0.0075346402265431,0.106942939892315,0.467319495517592,0.337513720886297,3.03028162282534,0.204253788736207,0.0174996059782408,0.0476711831400163,0.54120279891295,0.434708419648207,0.847736194285363,0.63572,881.959107,1632.184724,2862.886538,3722.621216,285.332317847411,11.506524,47.503536
Tsaousakis_a_19,259.314175270851,1488.9128822072,1039.73215920695,1.24092470775391,4.03521427360775,5.68233807729348e-07,0.180593793936312,3.75223760579157e-07,0.0117092861838162,2645.66343417052,0.792639918262608,0.0014992603258324,0.0072892896899929,0.100634949886198,0.507103807750521,0.376231092449048,2.02457532891405,0.159756510257234,0.0216031856694574,0.0307059723738588,0.506849547624707,0.69476882784333,0.972972067719871,0.776587,818.148548,1577.409362,3018.901612,3543.432316,275.579641720023,-9.002491,49.25013
Tsaousakis_a_2,164.114313629522,1182.17024848887,767.131219535531,1.68703477167593,6.03988216575607,1.03246682281038e-10,0.250471156686749,2.29842346286385e-06,0.0067009161347349,3336.24666310442,0.674891143847722,0.0011138674149384,0.0094709239289936,0.0337953969040111,0.243189082157573,0.725092343448685,5.01810351900549,0.140717818649185,0.030643038577152,0.0319596482637648,0.448629390425999,1.15156837008309,1.22901134286018,0.811128,809.016695,1382.790085,2701.819023,3475.629006,164.031270852918,-45.98227,5.1121664
Tsaousakis_a_20,143.241658976014,1381.59469298676,949.274218835304,1.00688067030315,3.7651355789815,6.90617103357299e-08,0.140139189724092,5.41936298673165e-07,0.0096413387023656,3209.25943081223,0.611420465099203,0.0007598327695744,0.0042363559863483,0.0581210574157395,0.238860615478211,0.699028357709278,1.25508768679236,0.196819315783939,0.0070532973346664,0.0105952893715287,0.444910578220961,0.913576018110247,1.24764268311881,0.886689,729.106568,1329.10708,2243.514035,3026.730191,142.609947245538,-6.634085,63.112034
Tsaousakis_a_21,214.062844660822,1612.42237643914,1101.37947552415,1.19731489225559,4.30135445561856,1.79788959126591e-07,0.128199056979282,3.46017720957745e-07,0.0100815606760624,2875.99380238876,0.703094928752086,0.0008378533563065,0.0034726496079723,0.0628221725366434,0.337676970382204,0.598203877524832,1.65094205993466,0.120800799778115,0.0128921176716714,0.0115602088769333,0.448625703451675,1.15329663401745,1.22902966969978,1.04623,787.906575,1419.381299,2282.756102,2968.86391,213.868173383332,-17.289509,71.21209
Tsaousakis_a_22,246.889886408796,2111.37415251378,1998.86600393576,1.69153842359856,5.39757291676435,4.83589129171544e-08,0.122621015875486,7.46125840121661e-08,0.0049232176669834,3357.19887884559,0.709557060216552,0.0005267777263906,0.0024831295396338,0.0977500418048614,0.385740628164728,0.496626034330739,1.39682545786626,0.211707483723659,0.0101129426086667,0.0191431880532312,0.495650663009599,0.547066892032942,1.01755000977499,0.771944,822.902943,1487.695462,2944.642269,3594.806812,231.142359725622,-40.144817,28.237438
Tsaousakis_a_23,123.659042439516,889.804418332846,743.440222931851,1.78387628468982,6.12754901320244,4.20738100669897e-07,0.209151444451935,2.74708544736867e-08,0.0178851860213447,1535.73634786505,0.686102215161013,0.0012746581802362,0.0029324093409653,0.0650193872132388,0.32669722728146,0.529320788980418,0.452163912738883,0.193173447525588,0.0044713428371622,0.0109931831754068,0.440318037283148,0.860956487996523,1.27108570471063,1.022914,691.731802,1213.643577,2458.214355,3338.807182,123.608947904114,-5.157974,62.362
Tsaousakis_a_24,172.472666229471,694.565845381098,435.480590979865,1.46341039768891,6.03113066728072,4.17499698071254e-08,0.284359278214489,2.52747214842272e-06,0.0324260044749763,1585.58748389558,0.60207291267321,0.0029756178852356,0.0081343686561235,0.099305984479486,0.537561481992607,0.336175771995794,0.415235589970284,0.145276921928213,0.0166400627217885,0.0146639442827999,0.433973567217926,1.2285533464957,1.30428908995089,1.137659,742.92452,1348.529031,2720.891236,3256.68697,172.924998732489,0.27491742,44.92599
Tsaousakis_a_3,180.681852919961,1932.15720325009,1396.30124938387,1.18086901034312,3.82502295800838,1.33779920134333e-05,0.131560680074131,-1.17367769930469e-07,0.011346120633926,4204.37810627511,0.731139626393677,0.0010675001801633,0.0021473885961414,0.0627299949959859,0.233367699136794,0.671056534695763,1.34904975464392,0.32327285086984,0.0020077699190569,0.0284714350566482,0.528747252726825,0.13265787317743,0.891340520274931,0.528424,863.481708,1532.447315,2811.579339,3623.660183,182.597949594414,-46.651134,-0.13195905
Tsaousakis_a_4,125.747908605008,1286.15899806926,926.726639942086,1.28889154542975,4.16777261160386,1.49975815180803e-05,0.155021985637416,-1.50137268978765e-07,0.017460410398095,3464.39504538231,0.59543983586313,0.0014467075056525,0.0041608342275164,0.0399743913540072,0.201818104770707,0.740597891084239,0.689870370163912,0.207154079150997,0.0100065302891031,0.0206395526864072,0.4513116627316,0.677325305985472,1.21576370073714,1.027557,775.65629,1403.415758,2570.627213,3483.27038,125.443496834785,-40.609745,18.764332
Tsaousakis_a_5,194.940575125497,1773.74577584594,1313.10706737877,1.02371454012546,3.528778725715,2.27252757834287e-06,0.126888961759027,1.47345886202245e-07,0.0121205861090525,5167.87149411629,0.716546578704947,0.0013114280020024,0.00628797518522,0.087486603218086,0.302292605852144,0.61252857888479,0.496014760046411,0.135038427255657,0.0245440097118358,0.0229439612958209,0.459031713012607,1.06972810308672,1.17849872166138,0.763526,789.859552,1551.955201,2961.541086,3429.260182,195.047946524289,-0.25851238,60.95431
Tsaousakis_a_6,233.302387707477,1518.18018400049,947.233935657985,1.72780469198645,6.47820685775789,2.8470472170889703e-09,0.184913926060169,1.14622674698771e-06,0.0090488828491055,3379.13280898638,0.668045594641323,0.0010667181311488,0.0041878548170087,0.0428586626239759,0.403619399328709,0.542751143943524,0.836360413868821,0.198337564128114,0.0115647776446192,0.0213765240586265,0.482007017138667,0.499662027587138,1.07465859301445,0.643169,976.387129,1618.974044,2856.319861,3903.917157,234.253009334301,11.182794,48.541695
Tsaousakis_a_7,264.610028421548,1499.03479386523,953.748594374075,1.55173617461129,5.91178185590728,1.7752551542041302e-09,0.230510388115212,1.41707653795925e-06,0.0115267518798028,3569.17442273002,0.772838122506455,0.0015179201022766,0.0074487148151896,0.070348769367748,0.519639601651246,0.390666235511265,0.758019621857768,0.0990965229892783,0.0199520325064631,0.0189382349332417,0.457178313963348,1.14705922071406,1.18733034673244,0.685159,1029.618276,1657.337407,2836.63691,3861.50832,261.774627506053,11.306854,49.479183
Tsaousakis_a_8,193.258839833911,1192.15497227798,686.253351542831,1.33646968282786,4.62029913903462,2.99898027464614e-10,0.182702353941116,4.18531672635676e-06,0.0152885605976964,2917.62208449486,0.373711361078347,0.0015699992137001,0.0083478537595389,0.0343219464262707,0.343506130551378,0.612783981720702,2.23267542215549,0.143100485094675,0.0268778786051412,0.0244071445474508,0.436754229308955,1.2483471880756,1.28961721007768,1.017302,795.283926,1336.10967,2848.591293,3108.932596,193.017864294452,-42.85223,53.303146
Tsaousakis_a_9,176.606005875074,1106.05502133444,957.010750526042,1.80705481731422,6.41081828589039,3.22400518885178e-06,0.160971456937071,-4.60295251734099e-07,0.0154537182219939,1197.63897183449,0.701046991646309,0.0013051183328628,0.0028645538768478,0.108867172846834,0.406413715139548,0.422148554918512,0.627439330293859,0.26148654353512,0.0065657925240835,0.0205674049908641,0.491094805538203,0.306412367312087,1.03626670191324,0.894138,659.357241,1457.971193,2644.780552,3271.238413,176.445727282436,-13.103164,69.37695
