Row;Rate;Depth;Regularity
Tsaousakis_i_11;21,35524277;0,37283328;0,015058996
Tsaousakis_i_12;1,063368056;0,175681583;0,310847725
Tsaousakis_i_13;0,790209289;0,201464979;0,128398862
Tsaousakis_i_14;2,086261894;0,635388732;0,14128196
Tsaousakis_i_15;0,89411224;0,071498437;0,031763983
Tsaousakis_i_16;0,657502385;0,073570222;0,235087327
Tsaousakis_i_17;14,42042562;0,05704402;0,023695283
Tsaousakis_i_18;0,6890625;0,122089681;0,571216716
Tsaousakis_i_19;0,534986413;0,451805073;0,650828061
Tsaousakis_i_2;0,96778441;0,093730745;0,042375353
Tsaousakis_i_20;1,702229496;0,147175796;0,174574049
Tsaousakis_i_21;0,613773011;1,024261066;0,153109099
Tsaousakis_i_22;0,647615132;0,226945207;0,760568582
Tsaousakis_i_23;0,757766679;0,035493482;0,195059794
Tsaousakis_i_24;1,64584992;0,03536356;0,002328238
Tsaousakis_i_3;2,970096983;0,436612657;0,091940861
Tsaousakis_i_4;0,70600666;0,244062532;0,314959743
Tsaousakis_i_5;3,022203947;0,171802395;0,002075102
Tsaousakis_i_6;1,169223699;0,036730025;0,141726058
Tsaousakis_i_7;0,916306516;0,120318485;0,375935236
Tsaousakis_i_8;1,817147943;0,08314619;0,020535592
Tsaousakis_i_9;7,323032642;0,019267923;0,291824805
Tsaousakis_u_1;0,711841426;1,476338353;0,022783968
Tsaousakis_u_10;0,994605225;1,052235371;0,20376688
Tsaousakis_u_2;1,163956926;0,281870662;0,675712062
Tsaousakis_u_3;1,293285473;0,163331221;0,416499812
Tsaousakis_u_4;1,675735652;0,390101501;0,067152814
Tsaousakis_u_5;2,778477823;0,050180548;0,221703532
Tsaousakis_u_6;0,897216797;0,355516709;0,398741008
Tsaousakis_u_7;0,700266768;0,450994437;0,018488445
Tsaousakis_u_8;2,376077586;0,199247408;0,038083721
Tsaousakis_u_9;7,6171875;0,013112954;0,21471177
Tsaousakis_w_1;2,691650391;3,316730736;0,030977017
Tsaousakis_w_10;2,221190007;0,069273355;0,007345075
Tsaousakis_w_11;2,778477823;1,729054054;0,112843755
Tsaousakis_w_12;0,696491745;1,191837707;0,031729075
Tsaousakis_w_13;1,104266827;0,033115495;0,354724129
Tsaousakis_w_14;0,56666324;0,219638241;0,115369092
Tsaousakis_w_15;0,982503565;0,116709294;0,357616955
Tsaousakis_w_16;1,511101974;0,077682778;0,028254243
Tsaousakis_w_17;0,473257212;0,42283942;0,210411945
Tsaousakis_w_2;1,179901541;0,138499248;0,392587963
Tsaousakis_w_3;1,989866955;0,663522694;0,010459195
Tsaousakis_w_4;4,050132249;0,094362379;0,043021687
Tsaousakis_w_5;1,71124793;0,232888699;0,472353575
Tsaousakis_w_6;0,6890625;0,431243696;0,099736762
Tsaousakis_w_7;0,671164773;0,287930725;0,098854641
Tsaousakis_w_8;0,8203125;0,247161434;0,175481486
Tsaousakis_w_9;2,176641471;0,636090903;0,023317602
Tsitsanis_a_1;2,414938668;0,306126582;0,352966348
Tsitsanis_a_10;3,698955138;0,016401463;0,272955633
Tsitsanis_a_11;0,700266768;0,214553526;0,175921517
Tsitsanis_a_12;0,922192853;1,165981817;0,071265229
Tsitsanis_a_13;0,833005924;0,932177217;0,06373337
Tsitsanis_a_2;1,325120192;0,15832755;0,588827208
Tsitsanis_a_3;0,5859375;0,106864079;0,216074201
Tsitsanis_a_4;0,932846345;4,894222528;0,348782774
Tsitsanis_a_5;0,946514423;3,5997298;0,340166427
Tsitsanis_a_6;0,887967139;0,184651044;0,668753315
Tsitsanis_a_7;0,4921875;0,391250434;0,425130087
Tsitsanis_a_8;1,595052083;0,123854488;0,425645451
Tsitsanis_a_9;0,67466955;2,867664893;0,400991784
Tsitsanis_e_1;3,491870777;0,430035611;0,007810495
Tsitsanis_e_2;0,642782183;0,107518107;0,351641004
Tsitsanis_e_3;1,9140625;0,163477693;0,333230257
Tsitsanis_e_4;5,593039773;0,015535942;0,025487142
Tsitsanis_e_5;1,23046875;0,185342206;0,598732336
Tsitsanis_i_1;2,864727688;0,853909606;0,060461941
Tsitsanis_i_2;0,916306516;16,22520683;0,159181597
Tsitsanis_i_3;1,266659007;0,143809832;0,005870137
Tsitsanis_i_4;3,744904891;0,090253084;0,506961311
Tsitsanis_i_5;0,919567393;12,69600767;0,297781404
Tsitsanis_i_6;1,1484375;0,097947338;0,275614575
Tsitsanis_i_7;0,762237279;7,118805453;0,02923332
Tsitsanis_i_8;5,917521469;0,024734376;0,457103752
Tsitsanis_u_1;1,179901541;0,461596132;0,400383018
Tsitsanis_u_2;1,128377456;0,690112533;0,016255277
Tsitsanis_u_3;1,95756392;0,23156345;0,61494435
Tsitsanis_u_4;1,41201332;0,159723051;0,04227024
Tsitsanis_u_5;2,208533654;0,409724735;0,306960993
Tsitsanis_w_1;2,135524277;0,187678294;0,199459603
Tsitsanis_w_2;1,65640024;0,13560792;0,097739746
Tsitsanis_w_3;1,625147406;0,250883924;0,429960365
Tsitsanis_w_4;0,870028409;0,181185724;0,233134411
Tsitsanis_w_5;4,673873547;0,312153413;0,006840636
Tsitsanis_w_6;6,983741554;0,059483688;0,120058944
Tsitsanis_w_7;0,852800124;2,242912021;0,229366692
