SoundFile;Pitch;SpectralCentroid;SpectralSpread;SpectralSkewness;SpectralKurtosis;SpectralFlatness;SpectralCrest;SpectralSlope;SpectralDecrease;SpectralRollOff;SpectralVariation;SpectralFlux;HarmonicSpectralDeviation;Tristimulus_1;Tristimulus_2;Tristimulus_3;HarmonicOddToEvenRatio;Inharmonicity;HarmonicEnergy;NoiseEnergy;Noisiness;HarmonicToNoiseEnergy;PartialsToNoiseEnergy
Bellou_sil_remov_1;293.772850393117;1532.04618267908;1040.64855369202;1.16854260623693;3.34438277967841;1.20678457205112e-06;0.0994157084145754;2.98229361041451e-07;0.00697464138755698;3913.67410665537;0.668125589261186;0.000356693681281976;0.0025784078400422;0.145543516463656;0.459452281787582;0.274535538679888;1.03316923490156;0.208554015786265;0.002829809179253;0.00941415953862849;0.564098987629619;0.396486928778641;0.772738512086445
Bellou_sil_remov_10;286.235194635746;1800.40300236903;1237.02423411785;0.671358912619597;2.10470096688886;2.90603619539528e-09;0.102314024040267;3.92932219267071e-07;0.00281322500796138;4240.63448911327;0.708238056133035;0.000143624737515402;0.00172000381880474;0.198659088795818;0.387176347302091;0.33070893736379;1.69567077381112;0.221311945285322;0.00178640943579661;0.00507445619638686;0.59241121636149;0.345315630240191;0.688016662825036
Bellou_sil_remov_11;319.622280381908;1911.14784241323;1195.5788134364;0.309499404311637;2.1711229245487;5.81313327008861e-09;0.133664497166118;5.12847108639265e-07;0.00355124196003795;624.899261346693;0.766418984098097;0.000174199963219603;0.00260816950089414;0.248375206588052;0.321919096095582;0.373309155971702;2.67185236402485;0.170031372465274;0.00200671680681416;0.00394541466180878;0.576191524694589;0.472978295023606;0.735534179295182
Bellou_sil_remov_12;333.96596260282;1294.0021722503;821.82044337436;1.16333005695221;4.29881181348511;4.03000634752252e-10;0.178060669845653;7.30099925768011e-07;0.00550991854864327;0;0.750377429476615;0.000409554258234524;0.00305441404750502;0.24426754818585;0.462198671460958;0.253171631010225;2.87209451457489;0.131035181656019;0.00527745961387072;0.0100319671854384;0.579697745440072;0.509894954331613;0.725036897014079
Bellou_sil_remov_13;327.282033403969;928.507980250759;732.365103331866;1.61235538539494;5.49367344254534;9.71905261626606e-12;0.245486236144543;8.57508103962179e-07;0.00187325796632755;2986.91210922832;0.745807668125153;0.000107171485593159;0.00178610250692656;0.375721319810372;0.45538785231032;0.0930064600346997;2.02540630945579;0.124828462822632;0.00225286262958518;0.00453843419340591;0.575511372222929;0.504122101150542;0.737585125620493
Bellou_sil_remov_14;298.735303242666;1433.98942117236;786.562054533191;1.12433770132789;4.21844896768848;1.21763174057136e-08;0.143678923734137;6.27824339032457e-07;0.00613419375557106;0;0.734776661293241;0.000394676194446029;0.00259620691220975;0.144215295048274;0.503172887894883;0.279430167093563;1.29156644657244;0.209943500341025;0.00292596457495493;0.00929608171496759;0.615477305101144;0.342985840480873;0.624755278077501
Bellou_sil_remov_15;325.773212552999;1389.81593126318;931.818913266862;1.2061432514443;3.87521043795008;3.14019192008296e-10;0.175193458304956;5.74528153420157e-07;0.00407936188174405;404.069916413631;0.751362033234029;0.000299329513766469;0.00264296392712075;0.219807757479856;0.51894634423684;0.207348041007479;1.8178670055185;0.151480140139376;0.00382955476072979;0.00957436648390882;0.610922202421297;0.380358720260663;0.636869631246629
Bellou_sil_remov_16;336.872128995935;1400.9841132419;1212.76575583823;0.991596072856327;2.71090298660264;3.89702033847452e-09;0.196829058734127;5.91668812272279e-07;0.00444359347028207;2883.36707320512;0.868230365955393;0.000424692794431089;0.00347016022525156;0.484544969483946;0.186811081612288;0.240938315916419;7.55468530169015;0.131905106751669;0.00669698476725504;0.01282651544379;0.598599821798855;0.453672840969887;0.657002827073566
Bellou_sil_remov_17;331.946590266887;1477.69033920425;1015.80305928299;1.01912072598467;2.93607997173391;3.05498407699597e-10;0.169467879764063;6.27427458554924e-07;0.00261036667977512;0;0.783132274884169;0.000181879733043887;0.00227324881221127;0.311851911790439;0.377207410486252;0.215319914317987;2.54411633891788;0.16547977010802;0.0033072323263058;0.00645408336157639;0.572111459067264;0.451812423531065;0.743289336584764
Bellou_sil_remov_18;261.117847997364;1749.2929114817;1257.80620970959;0.802441329918915;2.55888712256785;3.8336625602428e-05;0.0605813504491345;4.34189360671849e-08;0.00533602543372748;3415.88978618547;0.579700496709437;0.0001326875978898;0.000833629701110034;0.140322173632373;0.319768462385784;0.476806535489881;1.40470979852757;0.3892862881566;0.000689246718917641;0.0031730903303624;0.594829167132765;0.267989706756637;0.681154952135696
Bellou_sil_remov_19;289.728392749927;1551.3290349994;1119.95526374419;1.24281911439887;3.55309485898305;7.41494229395212e-10;0.123603057947121;4.20093220799176e-07;0.0028824432896923;4139.9238369347;0.766105356265149;0.000163101782142516;0.0015748201025016;0.204781627962246;0.475318083744562;0.273922198502205;1.45798833263098;0.153876313867369;0.00211343925542881;0.00483930071997201;0.584077743292829;0.439708001709183;0.712100848702683
Bellou_sil_remov_2;294.792755848602;1907.02397268098;1209.83912014443;0.651785129316961;2.19785477602238;1.61125998469638e-09;0.135214963110375;4.4758904264328e-07;0.00355245277649745;4101.42347390221;0.716287102389772;0.00016533889298666;0.00182463019839127;0.114061124098418;0.448057022802121;0.363007336083449;0.616919198340183;0.157298203723735;0.00135660759684931;0.00375611183832908;0.598556957551129;0.409051462607379;0.670591579117246
Bellou_sil_remov_20;288.392651886445;1005.4123765933;848.543112295292;1.66326057718552;5.95813594946042;1.43786226128312e-10;0.145877893310701;7.38921248679506e-07;0.00285808458639328;10006.5641573612;0.758588345493315;0.000260261759317609;0.00235060837688784;0.334446753565755;0.436840402764901;0.124539599932709;2.02493107192888;0.173222136259468;0.0054309327364666;0.0129454394416263;0.578496995915641;0.434961779989271;0.728617467443944
Bellou_sil_remov_21;294.622575194757;1488.24900108181;1157.20480367298;1.02821331142785;3.2028613989462;5.4361318352104e-09;0.150323376356435;4.70397733163853e-07;0.00439329380252694;0;0.736876342483642;0.000279770902264212;0.00266799046181749;0.193112360417998;0.454120415549383;0.201210785840259;1.26373035244248;0.164675727700529;0.00388548467384589;0.00923820242614993;0.58261719539136;0.450760474772845;0.716393776971582
Bellou_sil_remov_22;346.643121381885;1738.10885539205;1111.11654442077;0.720282621629141;2.27672043122819;5.57706054458596e-11;0.163810467112823;7.7494423965259e-07;0.00260887488390418;4398.39180403203;0.717178730793044;0.000175777892431983;0.00238068397260509;0.217984834529927;0.442249619315169;0.235926843723044;2.28838929544938;0.187618755383039;0.00244069436671616;0.00756437050595534;0.59231619274548;0.419808260489768;0.68829557546112
